id,source_file,source_line,heuristic_type,current_expression,risk_level,resolution_mode,target_change,tests_required,owner_package,status,rule_uuid,severity,buckets,false_positive_risk,evidence_level,verification_rule
H-RULE-b307af5c-0457-4b5a-bcf5-84133cb6378c,packages/runtime/src/api/migrations/defaults/rules.json,5377,OTHER,Move long conditional expressions to well-named predicate methods.,LOW,KEEP_CODE_FIRST,Rule retained in code-first mode with schema and behavior verification.,rule-schema-validation|rule-behavior-validation,@codenautic/runtime,TRIAGED,b307af5c-0457-4b5a-bcf5-84133cb6378c,LOW,readability-refactor,HIGH,RULE_TEXT_ONLY,rule-b307af5c-schema::Validate uuid/severity/buckets and non-empty rule text for b307af5c-0457-4b5a-bcf5-84133cb6378c
H-RULE-7eb30b2c-b2b3-4c3c-84ed-04d7b67a085e,packages/runtime/src/api/migrations/defaults/rules.json,5400,OTHER,Combine ActiveRecord relations with `or` instead of materializing arrays or concatenating results.,MEDIUM,KEEP_CODE_FIRST,Rule retained in code-first mode with schema and behavior verification.,rule-schema-validation|rule-behavior-validation,@codenautic/runtime,TRIAGED,7eb30b2c-b2b3-4c3c-84ed-04d7b67a085e,MEDIUM,performance-efficiency,MEDIUM,RULE_TEXT_ONLY,rule-7eb30b2c-schema::Validate uuid/severity/buckets and non-empty rule text for 7eb30b2c-b2b3-4c3c-84ed-04d7b67a085e
H-RULE-36219caa-5413-45ec-b873-3e19a3e6db77,packages/runtime/src/api/migrations/defaults/rules.json,5423,OTHER,"A method should return the same type in all code paths (e.g., always an array or always nil/record).",MEDIUM,KEEP_CODE_FIRST,Rule retained in code-first mode with schema and behavior verification.,rule-schema-validation|rule-behavior-validation,@codenautic/runtime,TRIAGED,36219caa-5413-45ec-b873-3e19a3e6db77,MEDIUM,api-conventions|readability-refactor,HIGH,RULE_TEXT_ONLY,rule-36219caa-schema::Validate uuid/severity/buckets and non-empty rule text for 36219caa-5413-45ec-b873-3e19a3e6db77
H-RULE-76c6c6f1-42cc-4fb4-af60-f1a7ce50fc8d,packages/runtime/src/api/migrations/defaults/rules.json,5447,OTHER,Prefer Struct (or value objects) over OpenStruct for performance and type clarity.,LOW,KEEP_CODE_FIRST,Rule retained in code-first mode with schema and behavior verification.,rule-schema-validation|rule-behavior-validation,@codenautic/runtime,TRIAGED,76c6c6f1-42cc-4fb4-af60-f1a7ce50fc8d,LOW,performance-efficiency|readability-refactor,HIGH,RULE_TEXT_ONLY,rule-76c6c6f1-schema::Validate uuid/severity/buckets and non-empty rule text for 76c6c6f1-42cc-4fb4-af60-f1a7ce50fc8d
H-RULE-4031fd2e-c5f6-4a54-9f6e-fe5bee1b1b44,packages/runtime/src/api/migrations/defaults/rules.json,5471,OTHER,Cache expensive pure results using memoization (`||=`) or request-scoped caches.,MEDIUM,KEEP_CODE_FIRST,Rule retained in code-first mode with schema and behavior verification.,rule-schema-validation|rule-behavior-validation,@codenautic/runtime,TRIAGED,4031fd2e-c5f6-4a54-9f6e-fe5bee1b1b44,MEDIUM,caching-strategy|performance-efficiency,MEDIUM,RULE_TEXT_ONLY,rule-4031fd2e-schema::Validate uuid/severity/buckets and non-empty rule text for 4031fd2e-c5f6-4a54-9f6e-fe5bee1b1b44
H-RULE-af014614-a5e4-4e4c-91e9-b97402a38d1e,packages/runtime/src/api/migrations/defaults/rules.json,5495,OTHER,Read API URLs/keys from ENV/credentials and inject where needed; do not hardcode.,HIGH,HARDEN,Rule retained in code-first mode with schema and behavior verification.,rule-schema-validation|rule-behavior-validation,@codenautic/runtime,TRIAGED,af014614-a5e4-4e4c-91e9-b97402a38d1e,HIGH,config-environment|secrets-credentials,LOW,RULE_TEXT_ONLY,rule-af014614-schema::Validate uuid/severity/buckets and non-empty rule text for af014614-a5e4-4e4c-91e9-b97402a38d1e
H-RULE-d3daf8bd-3f85-49a1-9ebc-a7760176ca3e,packages/runtime/src/api/migrations/defaults/rules.json,5519,OTHER,"Do not swallow errors; log with context and re-raise using `raise` (no args) or `raise new_error, cause: e`.",HIGH,HARDEN,Rule retained in code-first mode with schema and behavior verification.,rule-schema-validation|rule-behavior-validation,@codenautic/runtime,TRIAGED,d3daf8bd-3f85-49a1-9ebc-a7760176ca3e,HIGH,error-handling,MEDIUM,RULE_TEXT_ONLY,rule-d3daf8bd-schema::Validate uuid/severity/buckets and non-empty rule text for d3daf8bd-3f85-49a1-9ebc-a7760176ca3e
H-RULE-f15aff75-5d21-4813-865a-eecf95da6c53,packages/runtime/src/api/migrations/defaults/rules.json,5542,RETRY_BACKOFF,Configure Sidekiq retries and dead-lettering; use backoff for transient failures and idempotent jobs.,HIGH,HARDEN,Rule retained in code-first mode with schema and behavior verification.,rule-schema-validation|rule-behavior-validation,@codenautic/runtime,TRIAGED,f15aff75-5d21-4813-865a-eecf95da6c53,HIGH,resilience-retries-idempotency,MEDIUM,RULE_TEXT_ONLY,rule-f15aff75-schema::Validate uuid/severity/buckets and non-empty rule text for f15aff75-5d21-4813-865a-eecf95da6c53
H-RULE-4995d424-00b0-4a87-8fd4-f03ddedc8a51,packages/runtime/src/api/migrations/defaults/rules.json,5565,OTHER,Always initialize variables before use and avoid conditionally-defined locals.,LOW,KEEP_CODE_FIRST,Rule retained in code-first mode with schema and behavior verification.,rule-schema-validation|rule-behavior-validation,@codenautic/runtime,TRIAGED,4995d424-00b0-4a87-8fd4-f03ddedc8a51,LOW,error-handling|style-conventions,HIGH,RULE_TEXT_ONLY,rule-4995d424-schema::Validate uuid/severity/buckets and non-empty rule text for 4995d424-00b0-4a87-8fd4-f03ddedc8a51
H-RULE-c35deea8-f044-428c-80a3-999a6f892a54,packages/runtime/src/api/migrations/defaults/rules.json,5589,OTHER,"Avoid no-op or duplicate calls (e.g., flatten.flatten, compact followed by compact!).",LOW,KEEP_CODE_FIRST,Rule retained in code-first mode with schema and behavior verification.,rule-schema-validation|rule-behavior-validation,@codenautic/runtime,TRIAGED,c35deea8-f044-428c-80a3-999a6f892a54,LOW,duplication-complexity|maintainability,HIGH,RULE_TEXT_ONLY,rule-c35deea8-schema::Validate uuid/severity/buckets and non-empty rule text for c35deea8-f044-428c-80a3-999a6f892a54
H-RULE-c5c581db-81ec-4016-b15e-c8a11591c631,packages/runtime/src/api/migrations/defaults/rules.json,5613,SCORING,Delete unused locals or prefix with underscore when required by interface.,LOW,KEEP_CODE_FIRST,Rule retained in code-first mode with schema and behavior verification.,rule-schema-validation|rule-behavior-validation,@codenautic/runtime,TRIAGED,c5c581db-81ec-4016-b15e-c8a11591c631,LOW,maintainability|style-conventions,HIGH,RULE_TEXT_ONLY,rule-c5c581db-schema::Validate uuid/severity/buckets and non-empty rule text for c5c581db-81ec-4016-b15e-c8a11591c631
H-RULE-8a18842a-e102-48ee-a629-ec0c3f588f1a,packages/runtime/src/api/migrations/defaults/rules.json,5637,OTHER,Delete unreachable branches and unused methods; rely on VCS for history.,LOW,KEEP_CODE_FIRST,Rule retained in code-first mode with schema and behavior verification.,rule-schema-validation|rule-behavior-validation,@codenautic/runtime,TRIAGED,8a18842a-e102-48ee-a629-ec0c3f588f1a,LOW,maintainability,HIGH,RULE_TEXT_ONLY,rule-8a18842a-schema::Validate uuid/severity/buckets and non-empty rule text for 8a18842a-e102-48ee-a629-ec0c3f588f1a
H-RULE-4dbbce54-413f-4640-b069-7b3a367e7016,packages/runtime/src/api/migrations/defaults/rules.json,5660,OTHER,Do not define the same method multiple times; consolidate behavior in one place.,MEDIUM,KEEP_CODE_FIRST,Rule retained in code-first mode with schema and behavior verification.,rule-schema-validation|rule-behavior-validation,@codenautic/runtime,TRIAGED,4dbbce54-413f-4640-b069-7b3a367e7016,MEDIUM,duplication-complexity|maintainability,MEDIUM,RULE_TEXT_ONLY,rule-4dbbce54-schema::Validate uuid/severity/buckets and non-empty rule text for 4dbbce54-413f-4640-b069-7b3a367e7016
H-RULE-6cb68bf6-b535-4204-bc90-c543040ade72,packages/runtime/src/api/migrations/defaults/rules.json,5684,OTHER,Route all analytics events through a single service/helper instead of calling the SDK directly from widgets and blocs.,MEDIUM,KEEP_CODE_FIRST,Rule retained in code-first mode with schema and behavior verification.,rule-schema-validation|rule-behavior-validation,@codenautic/runtime,TRIAGED,6cb68bf6-b535-4204-bc90-c543040ade72,MEDIUM,duplication-complexity|maintainability|module-architecture|stack-flutter,MEDIUM,RULE_TEXT_ONLY,rule-6cb68bf6-schema::Validate uuid/severity/buckets and non-empty rule text for 6cb68bf6-b535-4204-bc90-c543040ade72
H-RULE-a5d1ecaf-f82a-41e1-948c-e48ee902a971,packages/runtime/src/api/migrations/defaults/rules.json,5710,THRESHOLD,"Replace raw numeric/string literals used for dimensions, durations, and thresholds with named constants.",LOW,KEEP_CODE_FIRST,Rule retained in code-first mode with schema and behavior verification.,rule-schema-validation|rule-behavior-validation,@codenautic/runtime,TRIAGED,a5d1ecaf-f82a-41e1-948c-e48ee902a971,LOW,maintainability|readability-refactor|stack-flutter|style-conventions,HIGH,RULE_TEXT_ONLY,rule-a5d1ecaf-schema::Validate uuid/severity/buckets and non-empty rule text for a5d1ecaf-f82a-41e1-948c-e48ee902a971
H-RULE-543ea91f-2483-4567-8247-5b0738545dbd,packages/runtime/src/api/migrations/defaults/rules.json,5736,OTHER,Use try/catch (or Uri.tryParse with validation) around Uri.parse to guard against FormatException and invalid inputs.,HIGH,HARDEN,Rule retained in code-first mode with schema and behavior verification.,rule-schema-validation|rule-behavior-validation,@codenautic/runtime,TRIAGED,543ea91f-2483-4567-8247-5b0738545dbd,HIGH,error-handling|stack-flutter,MEDIUM,RULE_TEXT_ONLY,rule-543ea91f-schema::Validate uuid/severity/buckets and non-empty rule text for 543ea91f-2483-4567-8247-5b0738545dbd
H-RULE-42011257-cd98-4e74-a9f4-5f736efb700f,packages/runtime/src/api/migrations/defaults/rules.json,5760,OTHER,Do not silently catch and return null on errors; log context and either rethrow or return a typed failure/Result.,HIGH,HARDEN,Rule retained in code-first mode with schema and behavior verification.,rule-schema-validation|rule-behavior-validation,@codenautic/runtime,TRIAGED,42011257-cd98-4e74-a9f4-5f736efb700f,HIGH,error-handling|stack-flutter,MEDIUM,RULE_TEXT_ONLY,rule-42011257-schema::Validate uuid/severity/buckets and non-empty rule text for 42011257-cd98-4e74-a9f4-5f736efb700f
H-RULE-ecbe7051-537e-450e-b819-2f0217d91533,packages/runtime/src/api/migrations/defaults/rules.json,5784,OTHER,"When re-emitting a caught exception, use `rethrow` instead of `throw e` to keep the original stack trace.",HIGH,HARDEN,Rule retained in code-first mode with schema and behavior verification.,rule-schema-validation|rule-behavior-validation,@codenautic/runtime,TRIAGED,ecbe7051-537e-450e-b819-2f0217d91533,HIGH,error-handling|stack-flutter,MEDIUM,RULE_TEXT_ONLY,rule-ecbe7051-schema::Validate uuid/severity/buckets and non-empty rule text for ecbe7051-537e-450e-b819-2f0217d91533
H-RULE-25288944-a91b-4c2d-9d42-bd09275dda65,packages/runtime/src/api/migrations/defaults/rules.json,5808,OTHER,Guard app startup with zone-level handlers and FlutterError hooks; surface fatal errors and report them.,HIGH,HARDEN,Rule retained in code-first mode with schema and behavior verification.,rule-schema-validation|rule-behavior-validation,@codenautic/runtime,TRIAGED,25288944-a91b-4c2d-9d42-bd09275dda65,HIGH,error-handling|observability-logging|stack-flutter,MEDIUM,RULE_TEXT_ONLY,rule-25288944-schema::Validate uuid/severity/buckets and non-empty rule text for 25288944-a91b-4c2d-9d42-bd09275dda65
H-RULE-ad0bff7e-9ec5-407b-892b-fd6c93ae5309,packages/runtime/src/api/migrations/defaults/rules.json,5833,OTHER,Always provide `orElse` to firstWhere (or use a safe helper) when the match may not exist.,MEDIUM,KEEP_CODE_FIRST,Rule retained in code-first mode with schema and behavior verification.,rule-schema-validation|rule-behavior-validation,@codenautic/runtime,TRIAGED,ad0bff7e-9ec5-407b-892b-fd6c93ae5309,MEDIUM,error-handling|stack-flutter,MEDIUM,RULE_TEXT_ONLY,rule-ad0bff7e-schema::Validate uuid/severity/buckets and non-empty rule text for ad0bff7e-9ec5-407b-892b-fd6c93ae5309
H-RULE-1d3abc7d-8ae9-4dbf-8ee1-38222e202cf7,packages/runtime/src/api/migrations/defaults/rules.json,5857,OTHER,"Use `catch (e, stack)` and log both exception and stack; do not log message-only.",MEDIUM,KEEP_CODE_FIRST,Rule retained in code-first mode with schema and behavior verification.,rule-schema-validation|rule-behavior-validation,@codenautic/runtime,TRIAGED,1d3abc7d-8ae9-4dbf-8ee1-38222e202cf7,MEDIUM,error-handling|observability-logging|stack-flutter,MEDIUM,RULE_TEXT_ONLY,rule-1d3abc7d-schema::Validate uuid/severity/buckets and non-empty rule text for 1d3abc7d-8ae9-4dbf-8ee1-38222e202cf7
H-RULE-2c658760-3c6e-42a7-b7ef-17d95830c2ea,packages/runtime/src/api/migrations/defaults/rules.json,5882,OTHER,Mark compile-time constants and constant widgets with `const` to reduce rebuild cost and GC pressure.,LOW,KEEP_CODE_FIRST,Rule retained in code-first mode with schema and behavior verification.,rule-schema-validation|rule-behavior-validation,@codenautic/runtime,TRIAGED,2c658760-3c6e-42a7-b7ef-17d95830c2ea,LOW,performance-efficiency|stack-flutter,HIGH,RULE_TEXT_ONLY,rule-2c658760-schema::Validate uuid/severity/buckets and non-empty rule text for 2c658760-3c6e-42a7-b7ef-17d95830c2ea
H-RULE-ef6e2fd4-e3ce-46eb-a1a9-ea0dd46fbd6d,packages/runtime/src/api/migrations/defaults/rules.json,5906,OTHER,"Dispose controllers, focus nodes, animations, timers, and cancel subscriptions in `dispose()`.",HIGH,HARDEN,Rule retained in code-first mode with schema and behavior verification.,rule-schema-validation|rule-behavior-validation,@codenautic/runtime,TRIAGED,ef6e2fd4-e3ce-46eb-a1a9-ea0dd46fbd6d,HIGH,stack-flutter|ui-robustness,MEDIUM,RULE_TEXT_ONLY,rule-ef6e2fd4-schema::Validate uuid/severity/buckets and non-empty rule text for ef6e2fd4-e3ce-46eb-a1a9-ea0dd46fbd6d
H-RULE-18a07c5c-bf39-4911-b108-eb5ab368456f,packages/runtime/src/api/migrations/defaults/rules.json,5930,OTHER,Delete imports that are not referenced by the compilation unit.,LOW,KEEP_CODE_FIRST,Rule retained in code-first mode with schema and behavior verification.,rule-schema-validation|rule-behavior-validation,@codenautic/runtime,TRIAGED,18a07c5c-bf39-4911-b108-eb5ab368456f,LOW,maintainability|style-conventions,HIGH,RULE_TEXT_ONLY,rule-18a07c5c-schema::Validate uuid/severity/buckets and non-empty rule text for 18a07c5c-bf39-4911-b108-eb5ab368456f
H-RULE-2e3301d2-6d25-4d7e-872d-2cc443368ed4,packages/runtime/src/api/migrations/defaults/rules.json,5954,OTHER,Delete dead configuration fields and env flags; keep only variables that change behavior.,LOW,KEEP_CODE_FIRST,Rule retained in code-first mode with schema and behavior verification.,rule-schema-validation|rule-behavior-validation,@codenautic/runtime,TRIAGED,2e3301d2-6d25-4d7e-872d-2cc443368ed4,LOW,config-environment|maintainability,HIGH,RULE_TEXT_ONLY,rule-2e3301d2-schema::Validate uuid/severity/buckets and non-empty rule text for 2e3301d2-6d25-4d7e-872d-2cc443368ed4
H-RULE-90750886-72b5-42df-b0ff-7542c52e3bed,packages/runtime/src/api/migrations/defaults/rules.json,5978,OTHER,"Avoid `!` when nullability is already proven or a safer alternative (`??`, early return) exists.",MEDIUM,KEEP_CODE_FIRST,Rule retained in code-first mode with schema and behavior verification.,rule-schema-validation|rule-behavior-validation,@codenautic/runtime,TRIAGED,90750886-72b5-42df-b0ff-7542c52e3bed,MEDIUM,readability-refactor|stack-flutter|style-conventions,HIGH,RULE_TEXT_ONLY,rule-90750886-schema::Validate uuid/severity/buckets and non-empty rule text for 90750886-72b5-42df-b0ff-7542c52e3bed
H-RULE-a685e5c9-d20f-4f74-bc2c-7984bb19c140,packages/runtime/src/api/migrations/defaults/rules.json,6003,OTHER,"Read UI strings from a localization source (e.g., AppLocalizations, arb) rather than hardcoding.",MEDIUM,KEEP_CODE_FIRST,Rule retained in code-first mode with schema and behavior verification.,rule-schema-validation|rule-behavior-validation,@codenautic/runtime,TRIAGED,a685e5c9-d20f-4f74-bc2c-7984bb19c140,MEDIUM,internationalization-i18n|stack-flutter,MEDIUM,RULE_TEXT_ONLY,rule-a685e5c9-schema::Validate uuid/severity/buckets and non-empty rule text for a685e5c9-d20f-4f74-bc2c-7984bb19c140
H-RULE-7bf71cf0-5f5e-4343-8848-82e81021f62f,packages/runtime/src/api/migrations/defaults/rules.json,6027,OTHER,"Create theme-like constants (radii, gaps, durations) and reuse across widgets.",LOW,KEEP_CODE_FIRST,Rule retained in code-first mode with schema and behavior verification.,rule-schema-validation|rule-behavior-validation,@codenautic/runtime,TRIAGED,7bf71cf0-5f5e-4343-8848-82e81021f62f,LOW,duplication-complexity|maintainability|stack-flutter|style-conventions,HIGH,RULE_TEXT_ONLY,rule-7bf71cf0-schema::Validate uuid/severity/buckets and non-empty rule text for 7bf71cf0-5f5e-4343-8848-82e81021f62f
H-RULE-cada1b6c-e910-47b3-a23c-0ce51ee44364,packages/runtime/src/api/migrations/defaults/rules.json,6053,OTHER,Factor identical widget trees or builders into private helpers or dedicated widgets.,MEDIUM,KEEP_CODE_FIRST,Rule retained in code-first mode with schema and behavior verification.,rule-schema-validation|rule-behavior-validation,@codenautic/runtime,TRIAGED,cada1b6c-e910-47b3-a23c-0ce51ee44364,MEDIUM,duplication-complexity|readability-refactor|stack-flutter,HIGH,RULE_TEXT_ONLY,rule-cada1b6c-schema::Validate uuid/severity/buckets and non-empty rule text for cada1b6c-e910-47b3-a23c-0ce51ee44364
H-RULE-fd581a1b-4cb3-4444-b701-5e48aa5c0e04,packages/runtime/src/api/migrations/defaults/rules.json,6078,OTHER,Move long/branchy UI decisions into named predicates or mappers to keep build methods simple.,MEDIUM,KEEP_CODE_FIRST,Rule retained in code-first mode with schema and behavior verification.,rule-schema-validation|rule-behavior-validation,@codenautic/runtime,TRIAGED,fd581a1b-4cb3-4444-b701-5e48aa5c0e04,MEDIUM,readability-refactor|stack-flutter,HIGH,RULE_TEXT_ONLY,rule-fd581a1b-schema::Validate uuid/severity/buckets and non-empty rule text for fd581a1b-4cb3-4444-b701-5e48aa5c0e04
H-RULE-893b4670-f5a8-4c9d-9edc-8ea128145b6f,packages/runtime/src/api/migrations/defaults/rules.json,6102,OTHER,Centralize repeated dialog creation/action handlers into a helper to ensure consistent UX and error handling.,LOW,KEEP_CODE_FIRST,Rule retained in code-first mode with schema and behavior verification.,rule-schema-validation|rule-behavior-validation,@codenautic/runtime,TRIAGED,893b4670-f5a8-4c9d-9edc-8ea128145b6f,LOW,duplication-complexity|error-handling|stack-flutter|ui-robustness,HIGH,RULE_TEXT_ONLY,rule-893b4670-schema::Validate uuid/severity/buckets and non-empty rule text for 893b4670-f5a8-4c9d-9edc-8ea128145b6f
H-RULE-634577c5-5aee-420f-8895-f70d13a58a4e,packages/runtime/src/api/migrations/defaults/rules.json,6128,OTHER,"For confirm/cancel flows, define common callbacks (confirm/cancel) once and reuse across dialogs.",LOW,KEEP_CODE_FIRST,Rule retained in code-first mode with schema and behavior verification.,rule-schema-validation|rule-behavior-validation,@codenautic/runtime,TRIAGED,634577c5-5aee-420f-8895-f70d13a58a4e,LOW,duplication-complexity|stack-flutter|ui-robustness,HIGH,RULE_TEXT_ONLY,rule-634577c5-schema::Validate uuid/severity/buckets and non-empty rule text for 634577c5-5aee-420f-8895-f70d13a58a4e
H-RULE-619a609a-f0e5-486d-8a3c-01d174f95a61,packages/runtime/src/api/migrations/defaults/rules.json,6153,OTHER,"Avoid the !! operator. Prefer safe calls, Elvis (?:), early returns, or explicit exceptions with a clear message.",HIGH,HARDEN,Rule retained in code-first mode with schema and behavior verification.,rule-schema-validation|rule-behavior-validation,@codenautic/runtime,TRIAGED,619a609a-f0e5-486d-8a3c-01d174f95a61,HIGH,error-handling|readability-refactor,HIGH,RULE_TEXT_ONLY,rule-619a609a-schema::Validate uuid/severity/buckets and non-empty rule text for 619a609a-f0e5-486d-8a3c-01d174f95a61
H-RULE-2a43da4c-c831-4e3b-a81b-4328ea9c1bb8,packages/runtime/src/api/migrations/defaults/rules.json,6177,OTHER,"Use safe calls (?.), the Elvis operator (?:), let/run/also for scoped handling, and early returns for invalid input.",MEDIUM,KEEP_CODE_FIRST,Rule retained in code-first mode with schema and behavior verification.,rule-schema-validation|rule-behavior-validation,@codenautic/runtime,TRIAGED,2a43da4c-c831-4e3b-a81b-4328ea9c1bb8,MEDIUM,error-handling|readability-refactor|style-conventions,HIGH,RULE_TEXT_ONLY,rule-2a43da4c-schema::Validate uuid/severity/buckets and non-empty rule text for 2a43da4c-c831-4e3b-a81b-4328ea9c1bb8
H-RULE-3a6aa3a6-5941-416d-934d-fc1113d2e9aa,packages/runtime/src/api/migrations/defaults/rules.json,6202,OTHER,Validate required parameters at boundaries using require/requireNotNull or explicit validators; fail fast with actionable messages.,HIGH,HARDEN,Rule retained in code-first mode with schema and behavior verification.,rule-schema-validation|rule-behavior-validation,@codenautic/runtime,TRIAGED,3a6aa3a6-5941-416d-934d-fc1113d2e9aa,HIGH,error-handling|security-hardening,LOW,RULE_TEXT_ONLY,rule-3a6aa3a6-schema::Validate uuid/severity/buckets and non-empty rule text for 3a6aa3a6-5941-416d-934d-fc1113d2e9aa
H-RULE-88522210-868d-4e00-8798-7fad46db8f24,packages/runtime/src/api/migrations/defaults/rules.json,6226,FALLBACK_DEFAULT,Run blocking I/O and CPU-intensive work inside withContext(Dispatchers.IO) or Dispatchers.Default respectively. Never block the main thread.,HIGH,HARDEN,Rule retained in code-first mode with schema and behavior verification.,rule-schema-validation|rule-behavior-validation,@codenautic/runtime,TRIAGED,88522210-868d-4e00-8798-7fad46db8f24,HIGH,concurrency-safety|performance-efficiency,MEDIUM,RULE_TEXT_ONLY,rule-88522210-schema::Validate uuid/severity/buckets and non-empty rule text for 88522210-868d-4e00-8798-7fad46db8f24
H-RULE-d7d748aa-0504-4de4-95a4-d00b8a570bab,packages/runtime/src/api/migrations/defaults/rules.json,6250,TIMEOUT,Surround network and IPC calls with try/catch for IOException and timeouts; map to domain errors and log context.,HIGH,HARDEN,Rule retained in code-first mode with schema and behavior verification.,rule-schema-validation|rule-behavior-validation,@codenautic/runtime,TRIAGED,d7d748aa-0504-4de4-95a4-d00b8a570bab,HIGH,error-handling|observability-logging|resilience-retries-idempotency,MEDIUM,RULE_TEXT_ONLY,rule-d7d748aa-schema::Validate uuid/severity/buckets and non-empty rule text for d7d748aa-0504-4de4-95a4-d00b8a570bab
H-RULE-f098daf9-16ef-4c9a-bf7e-ee0132f805e5,packages/runtime/src/api/migrations/defaults/rules.json,6275,OTHER,"Catch and map DB exceptions (e.g., SQLIntegrityConstraintViolationException) to domain results; always close resources with use { }.",HIGH,HARDEN,Rule retained in code-first mode with schema and behavior verification.,rule-schema-validation|rule-behavior-validation,@codenautic/runtime,TRIAGED,f098daf9-16ef-4c9a-bf7e-ee0132f805e5,HIGH,database-query-performance|error-handling,MEDIUM,RULE_TEXT_ONLY,rule-f098daf9-schema::Validate uuid/severity/buckets and non-empty rule text for f098daf9-16ef-4c9a-bf7e-ee0132f805e5
H-RULE-4f20287f-f841-4aad-9384-b4a28a0a28ba,packages/runtime/src/api/migrations/defaults/rules.json,6299,TIMEOUT,"Set connect, read, and write timeouts for HTTP/DB/queue clients; never rely on indefinite waits.",MEDIUM,KEEP_CODE_FIRST,Rule retained in code-first mode with schema and behavior verification.,rule-schema-validation|rule-behavior-validation,@codenautic/runtime,TRIAGED,4f20287f-f841-4aad-9384-b4a28a0a28ba,MEDIUM,resilience-retries-idempotency,MEDIUM,RULE_TEXT_ONLY,rule-4f20287f-schema::Validate uuid/severity/buckets and non-empty rule text for 4f20287f-f841-4aad-9384-b4a28a0a28ba
H-RULE-250a7950-5678-4f4a-9f2c-7032767749c7,packages/runtime/src/api/migrations/defaults/rules.json,6322,OTHER,Use safe casts (as?) with null checks or require statements instead of unchecked as.,MEDIUM,KEEP_CODE_FIRST,Rule retained in code-first mode with schema and behavior verification.,rule-schema-validation|rule-behavior-validation,@codenautic/runtime,TRIAGED,250a7950-5678-4f4a-9f2c-7032767749c7,MEDIUM,error-handling|security-hardening,LOW,RULE_TEXT_ONLY,rule-250a7950-schema::Validate uuid/severity/buckets and non-empty rule text for 250a7950-5678-4f4a-9f2c-7032767749c7
H-RULE-8e876f53-8685-4d80-9a7c-8029a2c064bd,packages/runtime/src/api/migrations/defaults/rules.json,6346,OTHER,Exit loops as soon as the goal is achieved using break/return or use any/find/count short-circuiting operations.,LOW,KEEP_CODE_FIRST,Rule retained in code-first mode with schema and behavior verification.,rule-schema-validation|rule-behavior-validation,@codenautic/runtime,TRIAGED,8e876f53-8685-4d80-9a7c-8029a2c064bd,LOW,performance-efficiency,HIGH,RULE_TEXT_ONLY,rule-8e876f53-schema::Validate uuid/severity/buckets and non-empty rule text for 8e876f53-8685-4d80-9a7c-8029a2c064bd
H-RULE-e5b52ba9-1035-4f71-8e8c-1c7ecf5aa9b3,packages/runtime/src/api/migrations/defaults/rules.json,6369,OTHER,Prefer direct Map access over linear scans when looking up by key.,MEDIUM,KEEP_CODE_FIRST,Rule retained in code-first mode with schema and behavior verification.,rule-schema-validation|rule-behavior-validation,@codenautic/runtime,TRIAGED,e5b52ba9-1035-4f71-8e8c-1c7ecf5aa9b3,MEDIUM,performance-efficiency,MEDIUM,RULE_TEXT_ONLY,rule-e5b52ba9-schema::Validate uuid/severity/buckets and non-empty rule text for e5b52ba9-1035-4f71-8e8c-1c7ecf5aa9b3
H-RULE-e7250ca3-d3f1-4d2f-baf6-1d426441076c,packages/runtime/src/api/migrations/defaults/rules.json,6392,OTHER,"Memoize expensive results (regex, serializers, tokens) and refresh on expiry using a thread-safe cache.",MEDIUM,KEEP_CODE_FIRST,Rule retained in code-first mode with schema and behavior verification.,rule-schema-validation|rule-behavior-validation,@codenautic/runtime,TRIAGED,e7250ca3-d3f1-4d2f-baf6-1d426441076c,MEDIUM,caching-strategy|concurrency-safety|performance-efficiency,MEDIUM,RULE_TEXT_ONLY,rule-e7250ca3-schema::Validate uuid/severity/buckets and non-empty rule text for e7250ca3-d3f1-4d2f-baf6-1d426441076c
H-RULE-aaa914b9-6bdf-436b-94c6-8de67fa5b637,packages/runtime/src/api/migrations/defaults/rules.json,6417,OTHER,"For large sets, prefer a periodic sweep job rather than spawning one job/timer per item.",MEDIUM,KEEP_CODE_FIRST,Rule retained in code-first mode with schema and behavior verification.,rule-schema-validation|rule-behavior-validation,@codenautic/runtime,TRIAGED,aaa914b9-6bdf-436b-94c6-8de67fa5b637,MEDIUM,performance-efficiency,MEDIUM,RULE_TEXT_ONLY,rule-aaa914b9-schema::Validate uuid/severity/buckets and non-empty rule text for aaa914b9-6bdf-436b-94c6-8de67fa5b637
H-RULE-475de7b1-e4fa-4329-848c-d149d2fd11d0,packages/runtime/src/api/migrations/defaults/rules.json,6440,OTHER,Hoist constant Regex/Formatters/Collections into top-level vals or companion objects; avoid recreating in hot paths.,LOW,KEEP_CODE_FIRST,Rule retained in code-first mode with schema and behavior verification.,rule-schema-validation|rule-behavior-validation,@codenautic/runtime,TRIAGED,475de7b1-e4fa-4329-848c-d149d2fd11d0,LOW,performance-efficiency|style-conventions,HIGH,RULE_TEXT_ONLY,rule-475de7b1-schema::Validate uuid/severity/buckets and non-empty rule text for 475de7b1-e4fa-4329-848c-d149d2fd11d0
