id,source_file,source_line,heuristic_type,current_expression,risk_level,resolution_mode,target_change,tests_required,owner_package,status,rule_uuid,severity,buckets,false_positive_risk,evidence_level,verification_rule
H-PLAN-0095,packages/adapters/todo/m16-full-adapters.md,97,RETRY_BACKOFF,"| AST-CFA-012 | Реализовать aPI surface change detector | TODO | Не начато | Реализация: Detect public API changes. Готово, если: для AST-CFA-012 adapter сохраняет стабильный external -> domain контракт, корректно обрабатывает retry/back...",HIGH,HARDEN,Harden retry/backoff policy with retryable classification and bounded jitter.,unit-retry-policy|integration-retry-failure-path,@codenautic/adapters,TRIAGED,,,,,,h-plan-95-verification::Ensure heuristic entry H-PLAN-95 stays covered by unit/integration assertions.
H-PLAN-0096,packages/adapters/todo/m16-full-adapters.md,109,RETRY_BACKOFF,"| AST-WORK-001 | Реализовать piscinaWorkerPool | TODO (P0) | Не начато | Реализация: CPU-1 workers. Max queue 1000. 2 concurrent tasks/worker. Готово, если: для AST-WORK-001 adapter сохраняет стабильный external -> domain контракт, корре...",HIGH,HARDEN,Harden retry/backoff policy with retryable classification and bounded jitter.,unit-retry-policy|integration-retry-failure-path,@codenautic/adapters,TRIAGED,,,,,,h-plan-96-verification::Ensure heuristic entry H-PLAN-96 stays covered by unit/integration assertions.
H-PLAN-0097,packages/adapters/todo/m16-full-adapters.md,110,RETRY_BACKOFF,"| AST-WORK-002 | Реализовать batchProcessingService | TODO (P0) | Не начато | Реализация: Batch size: cpuCount \* 2 for <1000 files. Adaptive sizing. Готово, если: для AST-WORK-002 adapter сохраняет стабильный external -> domain контракт...",HIGH,HARDEN,Harden retry/backoff policy with retryable classification and bounded jitter.,unit-retry-policy|integration-retry-failure-path,@codenautic/adapters,TRIAGED,,,,,,h-plan-97-verification::Ensure heuristic entry H-PLAN-97 stays covered by unit/integration assertions.
H-PLAN-0098,packages/adapters/todo/m16-full-adapters.md,111,RETRY_BACKOFF,"| AST-WORK-003 | Реализовать memoryPressureManager | TODO (P1) | Не начато | Реализация: Pause at 85% memory. Resume when below threshold. Готово, если: для AST-WORK-003 adapter сохраняет стабильный external -> domain контракт, корректно...",HIGH,HARDEN,Harden retry/backoff policy with retryable classification and bounded jitter.,unit-retry-policy|integration-retry-failure-path,@codenautic/adapters,TRIAGED,,,,,,h-plan-98-verification::Ensure heuristic entry H-PLAN-98 stays covered by unit/integration assertions.
H-PLAN-0099,packages/adapters/todo/m16-full-adapters.md,112,RETRY_BACKOFF,"| AST-WORK-004 | Реализовать воркерTaskExecutor | TODO (P0) | Не начато | Реализация: Execute in worker thread. Возвращает parsed FileAnalysis. Готово, если: для AST-WORK-004 adapter сохраняет стабильный external -> domain контракт, корр...",HIGH,HARDEN,Harden retry/backoff policy with retryable classification and bounded jitter.,unit-retry-policy|integration-retry-failure-path,@codenautic/adapters,TRIAGED,,,,,,h-plan-99-verification::Ensure heuristic entry H-PLAN-99 stays covered by unit/integration assertions.
H-PLAN-0100,packages/adapters/todo/m16-full-adapters.md,113,RETRY_BACKOFF,"| AST-WORK-005 | Реализовать streamingMetricsCollector | TODO (P2) | Не начато | Реализация: Track filesProcessed, avgProcessingTime. Log every 5 batches. Готово, если: для AST-WORK-005 adapter сохраняет стабильный external -> domain кон...",HIGH,HARDEN,Harden retry/backoff policy with retryable classification and bounded jitter.,unit-retry-policy|integration-retry-failure-path,@codenautic/adapters,TRIAGED,,,,,,h-plan-100-verification::Ensure heuristic entry H-PLAN-100 stays covered by unit/integration assertions.
H-PLAN-0101,packages/adapters/todo/m16-full-adapters.md,114,RETRY_BACKOFF,"| AST-WORK-006 | Реализовать garbageCollectionTrigger | TODO (P2) | Не начато | Реализация: Trigger GC at 70% memory. 10s interval check. Готово, если: для AST-WORK-006 adapter сохраняет стабильный external -> domain контракт, корректно ...",HIGH,HARDEN,Harden retry/backoff policy with retryable classification and bounded jitter.,unit-retry-policy|integration-retry-failure-path,@codenautic/adapters,TRIAGED,,,,,,h-plan-101-verification::Ensure heuristic entry H-PLAN-101 stays covered by unit/integration assertions.
H-PLAN-0102,packages/adapters/todo/m16-full-adapters.md,126,RETRY_BACKOFF,"| AST-IMPORT-001 | Реализовать baseImportResolver | TODO (P0) | Не начато | Реализация: Abstract base class for import resolvers. Готово, если: для AST-IMPORT-001 adapter сохраняет стабильный external -> domain контракт, корректно обраба...",HIGH,HARDEN,Harden retry/backoff policy with retryable classification and bounded jitter.,unit-retry-policy|integration-retry-failure-path,@codenautic/adapters,TRIAGED,,,,,,h-plan-102-verification::Ensure heuristic entry H-PLAN-102 stays covered by unit/integration assertions.
H-PLAN-0103,packages/adapters/todo/m16-full-adapters.md,127,RETRY_BACKOFF,"| AST-IMPORT-002 | Реализовать typeScriptImportResolver | TODO (P0) | Не начато | Реализация: Resolve TS/JS imports (tsconfig, package.json). Готово, если: для AST-IMPORT-002 adapter сохраняет стабильный external -> domain контракт, корр...",HIGH,HARDEN,Harden retry/backoff policy with retryable classification and bounded jitter.,unit-retry-policy|integration-retry-failure-path,@codenautic/adapters,TRIAGED,,,,,,h-plan-103-verification::Ensure heuristic entry H-PLAN-103 stays covered by unit/integration assertions.
H-PLAN-0104,packages/adapters/todo/m16-full-adapters.md,128,RETRY_BACKOFF,"| AST-IMPORT-003 | Реализовать pythonImportResolver | TODO (P1) | Не начато | Реализация: Resolve Python imports (**init**.py, PYTHONPATH). Готово, если: для AST-IMPORT-003 adapter сохраняет стабильный external -> domain контракт, коррек...",HIGH,HARDEN,Harden retry/backoff policy with retryable classification and bounded jitter.,unit-retry-policy|integration-retry-failure-path,@codenautic/adapters,TRIAGED,,,,,,h-plan-104-verification::Ensure heuristic entry H-PLAN-104 stays covered by unit/integration assertions.
H-PLAN-0105,packages/adapters/todo/m16-full-adapters.md,129,RETRY_BACKOFF,"| AST-IMPORT-004 | Реализовать goImportResolver | TODO (P1) | Не начато | Реализация: Resolve Go imports (go.mod). Готово, если: для AST-IMPORT-004 adapter сохраняет стабильный external -> domain контракт, корректно обрабатывает retry/ba...",HIGH,HARDEN,Harden retry/backoff policy with retryable classification and bounded jitter.,unit-retry-policy|integration-retry-failure-path,@codenautic/adapters,TRIAGED,,,,,,h-plan-105-verification::Ensure heuristic entry H-PLAN-105 stays covered by unit/integration assertions.
H-PLAN-0106,packages/adapters/todo/m16-full-adapters.md,130,RETRY_BACKOFF,"| AST-IMPORT-005 | Реализовать javaImportResolver | TODO (P2) | Не начато | Реализация: Resolve Java imports (classpath, pom.xml). Готово, если: для AST-IMPORT-005 adapter сохраняет стабильный external -> domain контракт, корректно обраб...",HIGH,HARDEN,Harden retry/backoff policy with retryable classification and bounded jitter.,unit-retry-policy|integration-retry-failure-path,@codenautic/adapters,TRIAGED,,,,,,h-plan-106-verification::Ensure heuristic entry H-PLAN-106 stays covered by unit/integration assertions.
H-PLAN-0107,packages/adapters/todo/m16-full-adapters.md,131,RETRY_BACKOFF,"| AST-IMPORT-006 | Реализовать importResolutionCache | TODO (P1) | Не начато | Реализация: Cache resolved import paths. Готово, если: для AST-IMPORT-006 adapter сохраняет стабильный external -> domain контракт, корректно обрабатывает ret...",HIGH,HARDEN,Harden retry/backoff policy with retryable classification and bounded jitter.,unit-retry-policy|integration-retry-failure-path,@codenautic/adapters,TRIAGED,,,,,,h-plan-107-verification::Ensure heuristic entry H-PLAN-107 stays covered by unit/integration assertions.
H-PLAN-0108,packages/adapters/todo/m16-full-adapters.md,143,RETRY_BACKOFF,"| AST-FUNC-001 | Реализовать functionSimilarityService | TODO (P1) | Не начато | Реализация: Jaccard > 0.5 threshold. LLM validation. Возвращает isSimilar + explanation. Готово, если: для AST-FUNC-001 adapter сохраняет стабильный externa...",HIGH,HARDEN,Harden retry/backoff policy with retryable classification and bounded jitter.,unit-retry-policy|integration-retry-failure-path,@codenautic/adapters,TRIAGED,,,,,,h-plan-108-verification::Ensure heuristic entry H-PLAN-108 stays covered by unit/integration assertions.
H-PLAN-0109,packages/adapters/todo/m16-full-adapters.md,144,RETRY_BACKOFF,"| AST-FUNC-002 | Реализовать functionHashGenerator | TODO (P0) | Не начато | Реализация: FunctionHash (normalized AST), signatureHash (SHA256 of params+return). Готово, если: для AST-FUNC-002 adapter сохраняет стабильный external -> doma...",HIGH,HARDEN,Harden retry/backoff policy with retryable classification and bounded jitter.,unit-retry-policy|integration-retry-failure-path,@codenautic/adapters,TRIAGED,,,,,,h-plan-109-verification::Ensure heuristic entry H-PLAN-109 stays covered by unit/integration assertions.
H-PLAN-0110,packages/adapters/todo/m16-full-adapters.md,145,RETRY_BACKOFF,"| AST-FUNC-003 | Реализовать functionCallChainBuilder | TODO (P1) | Не начато | Реализация: Builds chain: caller → callee → callee. Resolves through imports. Готово, если: для AST-FUNC-003 adapter сохраняет стабильный external -> domain ...",HIGH,HARDEN,Harden retry/backoff policy with retryable classification and bounded jitter.,unit-retry-policy|integration-retry-failure-path,@codenautic/adapters,TRIAGED,,,,,,h-plan-110-verification::Ensure heuristic entry H-PLAN-110 stays covered by unit/integration assertions.
H-PLAN-0111,packages/adapters/todo/m16-full-adapters.md,146,RETRY_BACKOFF,"| AST-FUNC-004 | Реализовать functionBodyExtractor | TODO (P0) | Не начато | Реализация: Extracts fullText from startLine to endLine. Handles nested functions. Готово, если: для AST-FUNC-004 adapter сохраняет стабильный external -> domai...",HIGH,HARDEN,Harden retry/backoff policy with retryable classification and bounded jitter.,unit-retry-policy|integration-retry-failure-path,@codenautic/adapters,TRIAGED,,,,,,h-plan-111-verification::Ensure heuristic entry H-PLAN-111 stays covered by unit/integration assertions.
H-PLAN-0112,packages/adapters/todo/m16-full-adapters.md,158,RETRY_BACKOFF,"| AST-SVC-001 | Реализовать aST Service architecture design | TODO (P1) | Не начато | Реализация: Design scalable AST service. Готово, если: для AST-SVC-001 adapter сохраняет стабильный external -> domain контракт, корректно обрабатывает...",HIGH,HARDEN,Harden retry/backoff policy with retryable classification and bounded jitter.,unit-retry-policy|integration-retry-failure-path,@codenautic/adapters,TRIAGED,,,,,,h-plan-112-verification::Ensure heuristic entry H-PLAN-112 stays covered by unit/integration assertions.
H-PLAN-0113,packages/adapters/todo/m16-full-adapters.md,159,RETRY_BACKOFF,"| AST-SVC-002 | Реализовать gRPC/Protobuf definitions | TODO (P1) | Не начато | Реализация: Define gRPC service and messages. Готово, если: для AST-SVC-002 adapter сохраняет стабильный external -> domain контракт, корректно обрабатывает ...",HIGH,HARDEN,Harden retry/backoff policy with retryable classification and bounded jitter.,unit-retry-policy|integration-retry-failure-path,@codenautic/adapters,TRIAGED,,,,,,h-plan-113-verification::Ensure heuristic entry H-PLAN-113 stays covered by unit/integration assertions.
H-PLAN-0114,packages/adapters/todo/m16-full-adapters.md,160,RETRY_BACKOFF,"| AST-SVC-003 | Реализовать aST Service server implementation | TODO (P1) | Не начато | Реализация: Implement gRPC server. Готово, если: для AST-SVC-003 adapter сохраняет стабильный external -> domain контракт, корректно обрабатывает ret...",HIGH,HARDEN,Harden retry/backoff policy with retryable classification and bounded jitter.,unit-retry-policy|integration-retry-failure-path,@codenautic/adapters,TRIAGED,,,,,,h-plan-114-verification::Ensure heuristic entry H-PLAN-114 stays covered by unit/integration assertions.
H-PLAN-0115,packages/adapters/todo/m16-full-adapters.md,161,RETRY_BACKOFF,"| AST-SVC-004 | Реализовать aST Service client library | TODO (P1) | Не начато | Реализация: Client library for AST service. Готово, если: для AST-SVC-004 adapter сохраняет стабильный external -> domain контракт, корректно обрабатывает r...",HIGH,HARDEN,Harden retry/backoff policy with retryable classification and bounded jitter.,unit-retry-policy|integration-retry-failure-path,@codenautic/adapters,TRIAGED,,,,,,h-plan-115-verification::Ensure heuristic entry H-PLAN-115 stays covered by unit/integration assertions.
H-PLAN-0116,packages/adapters/todo/m16-full-adapters.md,162,RETRY_BACKOFF,"| AST-SVC-005 | Реализовать service health monitoring | TODO (P2) | Не начато | Реализация: Health checks and monitoring. Готово, если: для AST-SVC-005 adapter сохраняет стабильный external -> domain контракт, корректно обрабатывает retr...",HIGH,HARDEN,Harden retry/backoff policy with retryable classification and bounded jitter.,unit-retry-policy|integration-retry-failure-path,@codenautic/adapters,TRIAGED,,,,,,h-plan-116-verification::Ensure heuristic entry H-PLAN-116 stays covered by unit/integration assertions.
H-PLAN-0117,packages/adapters/todo/m16-full-adapters.md,163,RETRY_BACKOFF,"| AST-SVC-006 | Реализовать horizontal scaling support | TODO (P2) | Не начато | Реализация: Support for horizontal scaling. Готово, если: для AST-SVC-006 adapter сохраняет стабильный external -> domain контракт, корректно обрабатывает r...",HIGH,HARDEN,Harden retry/backoff policy with retryable classification and bounded jitter.,unit-retry-policy|integration-retry-failure-path,@codenautic/adapters,TRIAGED,,,,,,h-plan-117-verification::Ensure heuristic entry H-PLAN-117 stays covered by unit/integration assertions.
H-PLAN-0118,packages/adapters/todo/m16-full-adapters.md,164,RETRY_BACKOFF,"| AST-SVC-007 | Реализовать aST result caching layer | TODO (P2) | Не начато | Реализация: Cache AST results. Готово, если: для AST-SVC-007 adapter сохраняет стабильный external -> domain контракт, корректно обрабатывает retry/backoff/er...",HIGH,HARDEN,Harden retry/backoff policy with retryable classification and bounded jitter.,unit-retry-policy|integration-retry-failure-path,@codenautic/adapters,TRIAGED,,,,,,h-plan-118-verification::Ensure heuristic entry H-PLAN-118 stays covered by unit/integration assertions.
H-PLAN-0119,packages/adapters/todo/m16-full-adapters.md,165,RETRY_BACKOFF,"| AST-SVC-008 | Реализовать multi-repo graph federation | TODO (P2) | Не начато | Реализация: Federate graphs across repos. Готово, если: для AST-SVC-008 adapter сохраняет стабильный external -> domain контракт, корректно обрабатывает re...",HIGH,HARDEN,Harden retry/backoff policy with retryable classification and bounded jitter.,unit-retry-policy|integration-retry-failure-path,@codenautic/adapters,TRIAGED,,,,,,h-plan-119-verification::Ensure heuristic entry H-PLAN-119 stays covered by unit/integration assertions.
H-PLAN-0120,packages/adapters/todo/m16-full-adapters.md,178,RETRY_BACKOFF,"| AST-METRIC-001 | Реализовать lOC calculator | TODO (P1) | Не начато | Реализация: Lines of code per file. Exclude blank lines and comments. Supports all parsed languages. Возвращает `{filePath, loc}`. Готово, если: для AST-METRIC-001 a...",HIGH,HARDEN,Harden retry/backoff policy with retryable classification and bounded jitter.,unit-retry-policy|integration-retry-failure-path,@codenautic/adapters,TRIAGED,,,,,,h-plan-120-verification::Ensure heuristic entry H-PLAN-120 stays covered by unit/integration assertions.
H-PLAN-0121,packages/adapters/todo/m16-full-adapters.md,179,RETRY_BACKOFF,"| AST-METRIC-002 | Реализовать cyclomatic complexity | TODO (P1) | Не начато | Реализация: Calculate McCabe complexity per file from AST control flow. Возвращает `{filePath, complexity}`. Готово, если: для AST-METRIC-002 adapter сохраняе...",HIGH,HARDEN,Harden retry/backoff policy with retryable classification and bounded jitter.,unit-retry-policy|integration-retry-failure-path,@codenautic/adapters,TRIAGED,,,,,,h-plan-121-verification::Ensure heuristic entry H-PLAN-121 stays covered by unit/integration assertions.
H-PLAN-0122,packages/adapters/todo/m16-full-adapters.md,180,RETRY_BACKOFF,"| AST-METRIC-003 | Реализовать churn calculator | TODO (P1) | Не начато | Реализация: Git-based churn: number of commits touching file in last N days. Uses git log. Возвращает `{filePath, churn}`. Готово, если: для AST-METRIC-003 adapter...",HIGH,HARDEN,Harden retry/backoff policy with retryable classification and bounded jitter.,unit-retry-policy|integration-retry-failure-path,@codenautic/adapters,TRIAGED,,,,,,h-plan-122-verification::Ensure heuristic entry H-PLAN-122 stays covered by unit/integration assertions.
H-PLAN-0123,packages/adapters/todo/m16-full-adapters.md,181,RETRY_BACKOFF,"| AST-METRIC-004 | Реализовать fileMetricsProvider impl | TODO (P1) | Не начато | Реализация: реализует `IFileMetricsProvider` from core. Aggregates LOC + complexity + churn per file. Batch processing. Готово, если: для AST-METRIC-004 ad...",HIGH,HARDEN,Harden retry/backoff policy with retryable classification and bounded jitter.,unit-retry-policy|integration-retry-failure-path,@codenautic/adapters,TRIAGED,,,,,,h-plan-123-verification::Ensure heuristic entry H-PLAN-123 stays covered by unit/integration assertions.
H-PLAN-0124,packages/adapters/todo/m16-full-adapters.md,182,RETRY_BACKOFF,"| AST-METRIC-005 | Реализовать metrics caching | TODO (P2) | Не начато | Реализация: Cache computed metrics per repo+commit. Invalidate on new commits. TTL-based. Готово, если: для AST-METRIC-005 adapter сохраняет стабильный external -> ...",HIGH,HARDEN,Harden retry/backoff policy with retryable classification and bounded jitter.,unit-retry-policy|integration-retry-failure-path,@codenautic/adapters,TRIAGED,,,,,,h-plan-124-verification::Ensure heuristic entry H-PLAN-124 stays covered by unit/integration assertions.
H-PLAN-0125,packages/adapters/todo/m16-full-adapters.md,194,RETRY_BACKOFF,"| AST-SCAN-001 | Реализовать fullRepoScanner | TODO (P1) | Не начато | Реализация: Scan all files in repo. Language detection. Skip binary/vendor. Progress callback. Возвращает IScanResult. Готово, если: для AST-SCAN-001 adapter сохраняе...",HIGH,HARDEN,Harden retry/backoff policy with retryable classification and bounded jitter.,unit-retry-policy|integration-retry-failure-path,@codenautic/adapters,TRIAGED,,,,,,h-plan-125-verification::Ensure heuristic entry H-PLAN-125 stays covered by unit/integration assertions.
H-PLAN-0126,packages/adapters/todo/m16-full-adapters.md,195,RETRY_BACKOFF,"| AST-SCAN-002 | Реализовать incrementalDiffScanner | TODO (P1) | Не начато | Реализация: Scan only changed files since last commit/ref. Reuse cached ASTs. Возвращает changed nodes only. Готово, если: для AST-SCAN-002 adapter сохраняет с...",HIGH,HARDEN,Harden retry/backoff policy with retryable classification and bounded jitter.,unit-retry-policy|integration-retry-failure-path,@codenautic/adapters,TRIAGED,,,,,,h-plan-126-verification::Ensure heuristic entry H-PLAN-126 stays covered by unit/integration assertions.
H-PLAN-0127,packages/adapters/todo/m16-full-adapters.md,196,RETRY_BACKOFF,"| AST-SCAN-003 | Реализовать scanResultAggregator | TODO (P1) | Не начато | Реализация: Aggregate scan results: total files, languages, metrics summary. Возвращает IScanSummary. Готово, если: для AST-SCAN-003 adapter сохраняет стабильный...",HIGH,HARDEN,Harden retry/backoff policy with retryable classification and bounded jitter.,unit-retry-policy|integration-retry-failure-path,@codenautic/adapters,TRIAGED,,,,,,h-plan-127-verification::Ensure heuristic entry H-PLAN-127 stays covered by unit/integration assertions.
H-PLAN-0128,packages/adapters/todo/m16-full-adapters.md,197,RETRY_BACKOFF,"| AST-SCAN-004 | Реализовать parallelFileParser | TODO (P1) | Не начато | Реализация: Parse files in parallel (worker threads). Configurable concurrency. Error isolation per file. Готово, если: для AST-SCAN-004 adapter сохраняет стабильн...",HIGH,HARDEN,Harden retry/backoff policy with retryable classification and bounded jitter.,unit-retry-policy|integration-retry-failure-path,@codenautic/adapters,TRIAGED,,,,,,h-plan-128-verification::Ensure heuristic entry H-PLAN-128 stays covered by unit/integration assertions.
H-PLAN-0129,packages/adapters/todo/m16-full-adapters.md,198,RETRY_BACKOFF,"| AST-SCAN-005 | Реализовать scanProgressReporter | TODO (P2) | Не начато | Реализация: Report scan progress: files parsed / total, current file, ETA. реализует IScanProgressCallback. Готово, если: для AST-SCAN-005 adapter сохраняет стаб...",HIGH,HARDEN,Harden retry/backoff policy with retryable classification and bounded jitter.,unit-retry-policy|integration-retry-failure-path,@codenautic/adapters,TRIAGED,,,,,,h-plan-129-verification::Ensure heuristic entry H-PLAN-129 stays covered by unit/integration assertions.
H-PLAN-0130,packages/adapters/todo/m16-full-adapters.md,210,RETRY_BACKOFF,"| AST-OWN-001 | Реализовать ownershipCalculator | TODO (P1) | Не начато | Реализация: Calculate file ownership from git blame data. Primary + secondary owners. Threshold configurable. Готово, если: для AST-OWN-001 adapter сохраняет стаби...",HIGH,HARDEN,Harden retry/backoff policy with retryable classification and bounded jitter.,unit-retry-policy|integration-retry-failure-path,@codenautic/adapters,TRIAGED,,,,,,h-plan-130-verification::Ensure heuristic entry H-PLAN-130 stays covered by unit/integration assertions.
H-PLAN-0131,packages/adapters/todo/m16-full-adapters.md,211,RETRY_BACKOFF,"| AST-OWN-002 | Реализовать churnTrendCalculator | TODO (P1) | Не начато | Реализация: Calculate churn trends: rolling average over configurable windows. Detect acceleration/deceleration. Готово, если: для AST-OWN-002 adapter сохраняет с...",HIGH,HARDEN,Harden retry/backoff policy with retryable classification and bounded jitter.,unit-retry-policy|integration-retry-failure-path,@codenautic/adapters,TRIAGED,,,,,,h-plan-131-verification::Ensure heuristic entry H-PLAN-131 stays covered by unit/integration assertions.
H-PLAN-0132,packages/adapters/todo/m16-full-adapters.md,212,RETRY_BACKOFF,"| AST-OWN-003 | Реализовать complexityChurnCorrelator | TODO (P1) | Не начато | Реализация: Correlate complexity changes with churn. Возвращает scatter data. Identifies high-churn-high-complexity. Готово, если: для AST-OWN-003 adapter со...",HIGH,HARDEN,Harden retry/backoff policy with retryable classification and bounded jitter.,unit-retry-policy|integration-retry-failure-path,@codenautic/adapters,TRIAGED,,,,,,h-plan-132-verification::Ensure heuristic entry H-PLAN-132 stays covered by unit/integration assertions.
H-PLAN-0133,packages/adapters/todo/m16-full-adapters.md,224,RETRY_BACKOFF,"| AST-BLUE-001 | Реализовать blueprintParser | TODO (P1) | Не начато | Реализация: Parse architecture blueprint YAML. Validate schema. Возвращает IBlueprintDefinition. Готово, если: для AST-BLUE-001 adapter сохраняет стабильный external ...",HIGH,HARDEN,Harden retry/backoff policy with retryable classification and bounded jitter.,unit-retry-policy|integration-retry-failure-path,@codenautic/adapters,TRIAGED,,,,,,h-plan-133-verification::Ensure heuristic entry H-PLAN-133 stays covered by unit/integration assertions.
H-PLAN-0134,packages/adapters/todo/m16-full-adapters.md,225,RETRY_BACKOFF,"| AST-BLUE-002 | Реализовать importViolationDetector | TODO (P1) | Не начато | Реализация: Detect import violations against blueprint rules. Layer → layer allowed imports. Возвращает violations. Готово, если: для AST-BLUE-002 adapter сох...",HIGH,HARDEN,Harden retry/backoff policy with retryable classification and bounded jitter.,unit-retry-policy|integration-retry-failure-path,@codenautic/adapters,TRIAGED,,,,,,h-plan-134-verification::Ensure heuristic entry H-PLAN-134 stays covered by unit/integration assertions.
H-PLAN-0135,packages/adapters/todo/m16-full-adapters.md,226,RETRY_BACKOFF,"| AST-BLUE-003 | Реализовать модульBoundaryValidator | TODO (P1) | Не начато | Реализация: Validate module boundaries: no cross-boundary internal imports. Возвращает boundary violations. Готово, если: для AST-BLUE-003 adapter сохраняет с...",HIGH,HARDEN,Harden retry/backoff policy with retryable classification and bounded jitter.,unit-retry-policy|integration-retry-failure-path,@codenautic/adapters,TRIAGED,,,,,,h-plan-135-verification::Ensure heuristic entry H-PLAN-135 stays covered by unit/integration assertions.
H-PLAN-0136,packages/adapters/todo/m16-full-adapters.md,227,RETRY_BACKOFF,"| AST-BLUE-004 | Реализовать driftScoreCalculator | TODO (P1) | Не начато | Реализация: Calculate drift score: violations / total imports. Breakdown by module. Trend over commits. Готово, если: для AST-BLUE-004 adapter сохраняет стабильн...",HIGH,HARDEN,Harden retry/backoff policy with retryable classification and bounded jitter.,unit-retry-policy|integration-retry-failure-path,@codenautic/adapters,TRIAGED,,,,,,h-plan-136-verification::Ensure heuristic entry H-PLAN-136 stays covered by unit/integration assertions.
H-PLAN-0137,packages/adapters/todo/m16-full-adapters.md,240,RETRY_BACKOFF,"| GIT-022 | Реализовать GitHubProvider.createReview() | TODO | Не начато | Реализация: Нативный batch через `pulls.createReview`. Fetch comments по `pull_request_review_id`. ACL: `toBatchReviewComments`, `reviewCommentToCommentDTO`. Гото...",HIGH,HARDEN,Harden retry/backoff policy with retryable classification and bounded jitter.,unit-retry-policy|integration-retry-failure-path,@codenautic/adapters,TRIAGED,,,,,,h-plan-137-verification::Ensure heuristic entry H-PLAN-137 stays covered by unit/integration assertions.
H-PLAN-0138,packages/adapters/todo/m16-full-adapters.md,241,RETRY_BACKOFF,"| GIT-023 | Реализовать gitLabProvider.createReview() | TODO | Не начато | Реализация: Sequential fallback: body → `MergeRequestNotes.create`, comments → `postInlineComment` поштучно. Guard на `lastMergeRequestIid`. Готово, если: для GIT...",HIGH,HARDEN,Harden retry/backoff policy with retryable classification and bounded jitter.,unit-retry-policy|integration-retry-failure-path,@codenautic/adapters,TRIAGED,,,,,,h-plan-138-verification::Ensure heuristic entry H-PLAN-138 stays covered by unit/integration assertions.
H-PLAN-0139,packages/adapters/todo/m16-full-adapters.md,242,RETRY_BACKOFF,"| GIT-024 | Реализовать azureDevOps/Bitbucket.createReview() | TODO | Не начато | Реализация: Sequential fallback: body → `postComment`, comments → `postInlineComment`. LazyProvider overrides для Azure DevOps. Готово, если: для GIT-024 a...",HIGH,HARDEN,Harden retry/backoff policy with retryable classification and bounded jitter.,unit-retry-policy|integration-retry-failure-path,@codenautic/adapters,TRIAGED,,,,,,h-plan-139-verification::Ensure heuristic entry H-PLAN-139 stays covered by unit/integration assertions.
H-PLAN-0140,packages/adapters/todo/m16-full-adapters.md,243,RETRY_BACKOFF,| GIT-025 | Реализовать deleteComment() для всех провайдеров | TODO | Не начато | Реализация: GitHub: `pulls.deleteReviewComment`. GitLab: `MergeRequestNotes.remove`. Azure: `gitApi.deleteComment` (composite ID). Bitbucket: `deleteCommen...,HIGH,HARDEN,Harden retry/backoff policy with retryable classification and bounded jitter.,unit-retry-policy|integration-retry-failure-path,@codenautic/adapters,TRIAGED,,,,,,h-plan-140-verification::Ensure heuristic entry H-PLAN-140 stays covered by unit/integration assertions.
H-PLAN-0141,packages/adapters/todo/m16-full-adapters.md,244,RETRY_BACKOFF,"| GIT-026 | Реализовать gitHub updateComment review-first | TODO | Не начато | Реализация: Сначала `pulls.updateReviewComment`, при 404 → fallback на `issues.updateComment`. ACL: `reviewCommentToCommentDTO`. Готово, если: для GIT-026 ada...",HIGH,HARDEN,Harden retry/backoff policy with retryable classification and bounded jitter.,unit-retry-policy|integration-retry-failure-path,@codenautic/adapters,TRIAGED,,,,,,h-plan-141-verification::Ensure heuristic entry H-PLAN-141 stays covered by unit/integration assertions.
H-PLAN-0142,packages/adapters/todo/m16-full-adapters.md,256,RETRY_BACKOFF,"| GIT-019 | Реализовать getFileOwnership | TODO | Не начато | Реализация: GitOwnershipProvider реализует IOwnershipProvider. getFileOwnership: commit history + blame → contributors, primaryOwner, busFactor. getContributors: maps getContr...",HIGH,HARDEN,Harden retry/backoff policy with retryable classification and bounded jitter.,unit-retry-policy|integration-retry-failure-path,@codenautic/adapters,TRIAGED,,,,,,h-plan-142-verification::Ensure heuristic entry H-PLAN-142 stays covered by unit/integration assertions.
H-PLAN-0143,packages/adapters/todo/m16-full-adapters.md,257,RETRY_BACKOFF,"| GIT-020 | Реализовать getContributorGraph | TODO | Не начато | Реализация: Покрыто GIT-019: GetContributorGraphUseCase строит граф из getFileOwnership() + getContributors(), оба реализованы в GitOwnershipProvider. Готово, если: для GIT...",HIGH,HARDEN,Harden retry/backoff policy with retryable classification and bounded jitter.,unit-retry-policy|integration-retry-failure-path,@codenautic/adapters,TRIAGED,,,,,,h-plan-143-verification::Ensure heuristic entry H-PLAN-143 stays covered by unit/integration assertions.
H-PLAN-0144,packages/adapters/todo/m16-full-adapters.md,258,RETRY_BACKOFF,"| GIT-021 | Реализовать getOwnershipTimeline | TODO | Не начато | Реализация: BuildOwnershipTimeline pure function. GitOwnershipProvider.getOwnershipTimeline(). Running total по коммитам, handoff detection, periods. IOwnershipTimeline DT...",HIGH,HARDEN,Harden retry/backoff policy with retryable classification and bounded jitter.,unit-retry-policy|integration-retry-failure-path,@codenautic/adapters,TRIAGED,,,,,,h-plan-144-verification::Ensure heuristic entry H-PLAN-144 stays covered by unit/integration assertions.
